"","condition","happy","depressed","fear","angry","calm","sounds","seeing","temperature","odors","depth","computations","thoughts","reasoning","remembering","beliefs","hungry","tired","pain","nauseated","safe","love","recognizing","communicating","guilt","disrespected","free_will","choices","self_restraint","intentions","goal","conscious","self_aware","desires","embarrassed","emo_recog","joy","morality","personality","pleasure","pride"
"805","beetle",-3,-3,-3,-3,-3,0,2,3,1,0,1,-2,0,-3,-1,1,1,-1,-3,-2,-3,0,1,-3,-3,1,-3,-3,-1,-2,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3
"806","robot",-3,-3,-3,-3,-3,3,3,3,3,3,3,1,3,3,-3,-3,-3,-3,-3,-3,-3,3,3,-3,-3,0,3,-3,-3,3,0,-2,-3,-3,0,-3,-3,-3,-3,-3
"807","beetle",1,-2,2,2,2,2,3,3,2,0,-3,0,-2,1,-3,3,1,2,-2,2,-3,-2,-2,-3,-3,0,1,-3,1,1,2,0,-1,-3,-3,2,0,-1,1,-3
"808","robot",-3,-3,-3,-3,-3,3,3,3,2,0,3,-3,0,3,-3,-3,-3,-3,-3,-3,-3,0,3,-3,-3,-3,3,-3,-3,0,-3,-3,-3,-3,1,-3,0,0,-3,-3
"809","robot",-3,-3,-3,-3,-3,2,-3,3,1,-3,3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"810","beetle",2,0,0,-2,-2,1,1,2,-1,-2,-1,1,1,-1,2,-1,-1,-1,1,-1,1,0,1,-2,-3,-1,2,0,2,-1,-1,-3,0,1,1,-3,-2,-1,0,3
"811","robot",-3,-3,-3,-3,-3,3,3,3,3,3,3,-3,2,3,-3,-3,-3,-3,-3,-3,-3,3,3,-3,-3,-3,3,1,-2,3,-3,-3,-3,-3,3,-3,1,0,-3,-3
"812","robot",-3,-3,-3,-3,-3,1,-1,-1,-3,0,0,-3,-2,-1,-3,-3,-3,-3,-3,-3,-3,0,-1,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"813","beetle",-3,-3,1,-2,-2,2,3,2,2,1,-3,-1,-3,-1,-3,3,-1,3,1,1,-3,-3,-3,-3,-3,0,-2,-3,0,-1,2,-1,0,-3,-3,-3,-3,-3,-2,-3
"814","beetle",-3,-3,-2,-3,-3,2,2,3,2,-1,-3,-3,-3,-3,-3,2,-2,2,-2,-3,-3,-3,0,-3,-3,-3,0,-3,0,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3
"815","beetle",0,-1,2,2,0,2,0,3,2,2,-1,1,0,-2,-3,2,2,0,-2,-2,-2,1,0,-2,2,3,2,2,0,1,1,1,0,-2,0,2,0,0,2,0
"816","beetle",-3,-3,3,1,-1,3,2,2,3,-3,0,2,-3,-3,-3,3,-3,3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-2,2,0,-1,2,-3,-3,-3,-3,-3,-2,-3
"817","robot",1,0,-2,-2,-1,-1,0,0,-3,-2,0,-2,-2,-1,-1,-1,-2,0,-2,-1,-2,-1,-1,-2,-2,-2,-2,-2,-2,-1,-1,-2,-1,-2,-1,0,-2,0,-3,-1
"818","beetle",-3,-3,3,-3,-3,-3,3,3,3,3,-3,-3,-3,-3,-3,3,-3,3,-3,-1,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,0,3,-3,-3,-3,-3,-3,-3,-3,-3
"819","beetle",-3,-3,-2,-2,-3,0,-1,1,0,-1,-3,-3,-3,-3,-3,3,-3,-2,-3,-3,-3,-3,-2,-3,-3,-3,-2,-3,-3,-3,-2,-3,-2,-3,-3,-3,-3,-3,-2,-3
"820","beetle",-3,-3,-1,-2,-2,-2,0,2,1,-1,-2,-2,-3,-2,-3,2,-2,1,-3,0,-3,-3,-3,-3,-3,-2,-2,-3,-2,0,-2,-2,-2,-3,-3,-3,-3,-3,-2,-3
"821","beetle",-3,-3,-1,-3,-3,2,3,2,0,0,-3,-3,-3,-3,-3,3,2,1,-3,-3,-3,-3,0,-3,-3,0,-1,-3,2,1,0,-3,0,-3,-3,-3,-3,-2,0,-3
"822","robot",0,-3,-3,-3,3,3,2,3,0,0,3,-3,-3,1,-3,-3,-3,-3,-3,-3,-3,2,2,-3,-3,-3,2,-3,0,3,-3,-3,-3,-3,-2,-3,-3,2,-3,-3
"823","robot",-3,-3,-3,-3,-3,3,-3,3,3,-1,3,-3,-2,2,-3,-3,-3,-3,-3,-3,-3,2,3,-3,-3,-3,2,-3,-1,1,-3,1,-3,-3,-3,-3,-2,-2,-3,-3
"824","robot",1,-1,0,-1,0,3,3,3,3,3,3,-1,3,3,-1,-2,-3,-2,-2,0,-2,3,3,-1,-1,2,3,3,1,3,1,2,0,-1,1,-2,2,2,-1,-2
"825","beetle",-3,-3,-3,-3,-3,3,3,-3,3,-3,-3,-3,-3,-3,-3,3,3,3,-3,-3,-3,-3,3,-3,-3,2,-3,-3,3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"826","robot",-1,-1,-1,-2,-2,-2,-2,-1,1,-2,0,1,2,-2,-3,-2,-1,-1,-2,-1,-1,0,1,-1,-2,-2,0,-1,-2,0,2,0,-1,-2,-1,-2,1,-2,1,-1
"827","beetle",-3,-3,1,2,-1,2,2,3,2,-3,-3,-2,-3,0,-3,3,1,2,1,-1,-3,-3,2,-3,-3,-3,0,-3,0,2,-3,-3,0,-3,-3,-3,-3,-2,-1,-3
"828","robot",-3,-3,-2,-2,2,3,3,3,2,0,2,-2,3,2,-3,-3,-1,-3,-3,-2,-3,3,3,-3,-3,-2,1,1,-2,2,-3,-3,-2,-3,-2,-2,-1,-1,-3,-3
"829","robot",-2,-2,-2,-3,-2,3,0,1,-1,1,3,-2,0,1,-2,-3,-2,-2,-2,-2,-2,2,0,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-3,-2,-2,-2
"830","beetle",-2,-3,-1,0,-3,2,2,2,2,2,-3,-1,-1,1,-3,3,1,1,0,1,-2,1,2,-3,-3,-2,-2,-2,0,1,1,-2,0,-3,-2,-2,-3,-2,0,-3
"831","beetle",-2,-2,3,-3,1,3,3,2,3,-3,-3,2,1,-3,-1,3,3,3,1,1,-2,-3,2,-3,-3,1,-3,-1,2,2,3,0,2,-3,-3,-3,-3,-2,2,-3
"832","robot",-3,-3,-3,-3,-3,1,-2,-1,-1,0,3,-3,-2,-1,-3,-3,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"833","beetle",0,0,3,1,1,3,3,3,2,-1,-2,1,-1,0,-1,3,1,3,0,-1,0,1,1,-1,-1,3,1,-1,1,3,0,2,0,-1,-1,0,-1,0,1,-1
"834","beetle",2,-1,-1,1,2,3,3,3,2,-2,-2,-1,1,-1,-2,3,3,2,1,2,1,1,2,-2,-1,1,2,0,1,2,2,1,2,-2,-1,1,-2,-1,2,-2
"835","robot",-3,-3,-3,-3,-3,3,3,-3,-3,-3,2,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,1,0,-3,-3,-3,-3,-3,-3,1,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3
"836","beetle",2,0,1,1,1,2,3,3,1,-2,-3,-1,-2,-1,-2,3,2,1,1,1,0,2,-1,1,-1,0,-1,-1,-1,1,-1,-2,2,0,-1,1,-1,0,2,0
"837","beetle",-3,-3,-1,-3,-3,2,0,-3,0,1,-3,-3,-3,1,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"838","bear",3,-3,3,3,3,3,3,3,3,3,-3,3,3,-3,3,3,3,3,-3,3,3,3,3,-3,-3,3,3,-3,3,-3,3,3,3,-3,3,3,3,3,3,3
"839","adult",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"840","person in a persistant vegetative state",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"841","stapler",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"842","car",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"843","dog",2,2,2,3,2,2,2,2,2,-1,-1,2,2,2,-1,3,2,2,0,2,2,2,2,0,2,0,2,2,2,-1,2,0,2,2,2,2,2,2,2,2
"844","beetle",0,-1,0,0,-1,-1,0,0,1,2,1,0,1,-1,1,-1,-1,1,0,1,1,1,-1,1,2,0,-2,-1,-2,-1,1,2,1,1,2,-1,1,0,2,0
"845","chimpanzee",1,-2,1,1,0,3,3,2,2,1,-3,1,0,1,-2,3,1,3,2,0,-1,1,1,0,0,0,0,0,0,-1,1,0,1,-2,0,1,-1,0,0,0
"846","robot",-3,-3,-3,-3,-3,3,0,3,3,2,3,-3,-1,0,-3,-3,-3,-3,-3,-2,-3,0,3,-3,-3,-3,1,-3,-3,3,-3,-3,-3,-3,-3,-3,1,-2,-3,-3
"847","stapler",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"848","person in a persistant vegetative state",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"849","elephant",3,3,3,3,2,3,3,3,3,3,-2,3,-2,1,-2,3,3,3,3,3,2,3,2,-2,-3,1,3,-3,1,1,1,1,1,-2,1,3,-3,1,3,1
"850","dolphin",1,0,1,1,0,3,2,1,0,2,-3,-3,-2,0,-3,3,3,1,-2,0,-2,-1,0,-3,-2,1,-2,-3,1,-3,-3,-3,0,-3,-3,-3,-3,1,-2,0
"851","fetus",-3,-3,-3,-3,-3,3,-2,3,1,2,-3,-2,-3,0,-3,0,-3,1,-3,-3,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3
"852","blue jay",1,1,3,1,1,3,3,3,3,3,-2,2,1,3,-2,3,3,3,3,1,1,3,3,-2,-2,3,3,1,3,3,3,2,3,-2,-1,2,-1,1,2,1
"853","mouse",0,-2,2,2,2,3,3,3,3,3,-3,3,2,1,-1,3,1,3,1,3,0,0,0,-1,0,3,2,-1,2,2,3,1,3,-1,-1,1,-1,1,1,0
"854","dog",-2,-2,3,-2,3,3,3,3,3,-3,-3,-3,-3,-2,-3,3,3,3,3,-2,-3,1,-2,-3,-2,-1,-3,-3,-2,-1,1,-3,3,-3,-2,-2,-3,-2,3,-3
"855","computer",-3,-3,-3,-3,-3,1,2,-1,-3,-2,3,-2,-3,2,-3,-3,-3,-3,-3,-3,-3,1,2,-3,-3,-3,0,-3,0,0,-2,-1,-3,-3,-1,-3,-2,-1,-3,-3
"856","beetle",-3,-3,-2,-3,-3,1,2,0,0,-3,-3,-3,-3,-3,-3,-1,-2,1,-3,0,-3,-3,1,-3,-3,0,-3,-3,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3
"857","microbe",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"858","car",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"859","dolphin",3,1,2,2,2,3,3,2,2,2,0,2,1,1,1,3,2,3,1,2,2,2,3,0,1,2,2,1,0,2,3,2,1,0,0,2,0,3,1,1
"860","goat",3,3,3,3,3,3,3,3,3,3,-3,3,2,3,-3,3,3,3,3,3,3,3,3,3,-3,3,3,2,-3,-3,3,-3,3,-3,-3,3,3,3,3,3
"861","adult",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,3,3,2,1,3,2,2,3,2,3,3,1,2,2,2,1,3,2,2
"862","dolphin",3,2,3,3,2,3,3,3,3,0,-3,0,0,3,-3,3,3,3,3,3,3,0,3,-3,2,0,3,-3,0,-3,-3,-3,3,-3,1,1,0,2,3,2
"863","car",-3,-3,-3,-3,-3,3,3,3,-1,0,3,-3,-3,3,-3,-3,-2,-3,-3,-3,-3,0,0,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"864","chimpanzee",1,1,2,3,3,3,3,3,3,2,-1,-1,-1,1,-1,3,3,3,3,2,1,1,2,-1,-1,3,2,1,2,-1,1,-1,2,-2,1,1,1,1,2,-1
"865","infant",2,-3,2,-1,1,3,3,3,3,0,-3,0,-3,-1,-3,3,3,3,3,2,0,1,-2,-3,-3,-2,-1,-3,-3,-3,3,-3,3,-3,-3,3,-3,1,2,-3
"866","fetus",-3,-3,-3,-3,-2,-3,-3,-2,-3,0,-3,-2,-3,-2,-3,-3,-3,-3,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-2,-3
"867","elephant",0,-3,3,-3,2,3,3,3,3,3,-3,-3,-3,2,-3,3,3,3,3,2,0,1,1,-3,-3,2,2,-3,2,-3,3,-3,3,-3,-3,0,-2,-3,2,0
"868","computer",-3,-3,-3,-3,-3,3,2,3,-1,-1,3,-2,-3,3,-3,-3,-2,-3,-3,-3,-3,-1,0,-3,-3,-3,-3,-3,-2,1,-2,-2,-3,-3,-3,-3,-2,0,-3,-3
"869","infant",3,-3,2,3,3,3,3,1,0,-1,-3,0,-3,-3,-3,3,3,3,3,2,0,3,0,-3,-3,2,-3,-3,-3,-3,-2,-2,-3,-3,-2,2,-3,2,-1,-3
"870","child",3,2,3,2,1,3,3,3,3,3,0,3,1,2,1,3,3,3,3,3,3,2,2,2,3,3,1,1,2,1,2,1,2,3,1,3,2,3,3,2
"871","dolphin",1,-1,1,0,-1,3,3,1,3,2,-2,1,1,1,-2,3,1,3,1,1,0,2,2,-1,-1,1,1,0,3,2,2,2,3,-2,-1,1,-1,0,1,-1
"872","bear",2,1,2,3,3,2,3,2,2,2,-2,2,-3,2,-3,3,3,2,2,2,-1,0,1,-3,-3,1,2,-1,2,2,2,-2,3,-3,0,2,-2,1,3,-2
"873","fish",0,-3,1,1,0,3,3,3,3,2,-3,0,1,1,-3,3,3,0,-3,1,0,1,3,-3,-3,0,2,-3,2,1,3,0,2,-3,-1,-3,-3,1,0,-3
"874","dog",3,2,3,2,3,3,3,2,3,2,-2,0,2,1,-1,3,2,3,2,2,3,2,1,3,2,2,2,3,2,2,3,0,1,-1,1,2,-2,2,3,0
"875","child",3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,2,0,3,1,3,3,3,2,1,3,1,3,3,3
"876","frog",1,-3,3,-3,1,2,3,3,1,2,-3,1,-3,-3,-3,3,2,3,3,2,-3,0,1,-3,-3,1,-3,-3,-3,2,-3,-3,2,-3,-3,-3,-3,-3,2,-3
"877","chimpanzee",3,3,3,3,3,3,3,3,3,-1,-1,3,2,3,0,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,2,3,2,3,3,0
"878","stapler",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"879","mouse",-3,-3,1,-3,-1,2,-3,1,3,-2,-3,-3,-3,-3,-3,3,1,3,-3,-3,-3,-1,-3,-3,-3,-3,0,-3,-2,-3,-1,-3,-2,-3,-3,-3,-3,-3,-3,-3
"880","person in a persistant vegetative state",1,0,1,1,0,2,0,1,2,1,-1,1,-1,0,0,2,2,2,2,0,1,1,-1,0,0,-2,-1,0,-1,-1,-1,-1,1,0,-1,0,1,1,1,-2
"881","elephant",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3
"882","beetle",0,0,0,0,2,-1,0,0,1,0,1,-1,2,-2,1,0,0,0,-2,-2,1,-1,-1,0,-2,-1,-1,-1,0,2,0,0,1,-1,0,-1,-1,1,-1,0
"883","goat",2,0,1,2,0,3,-2,2,-1,1,-2,-1,2,2,-2,2,3,2,2,3,0,3,2,-3,-1,1,1,-2,3,-1,0,0,0,-2,1,0,-2,2,0,1
"884","fish",-1,-1,1,-1,0,3,3,3,0,1,-3,1,1,0,-2,3,2,2,0,2,-1,1,1,-2,2,1,1,0,0,1,3,0,2,-1,0,-2,0,1,-1,-1
"885","goat",3,3,3,2,3,3,3,3,3,3,-3,2,2,2,-3,3,3,3,3,3,3,3,3,-1,-3,3,3,-1,2,0,3,0,3,0,-1,3,-3,3,3,-2
"886","mouse",-3,3,3,-3,0,3,3,3,2,0,-3,3,3,3,-3,3,3,3,2,3,-3,-3,2,-3,-3,-2,2,2,2,3,3,-3,3,-3,-2,3,0,-2,2,-2
"887","chimpanzee",1,1,1,3,1,2,3,2,3,0,2,3,2,3,3,2,3,3,1,1,1,2,2,-1,0,1,2,2,1,3,1,1,2,2,0,2,3,0,2,2
"888","beetle",-3,-3,2,-3,-3,2,1,3,2,1,-3,-3,-3,-3,-3,3,2,2,-3,2,-3,-3,-3,-3,-3,1,1,-2,2,2,-2,1,-3,-3,-3,-3,-3,-3,-3,-3
"889","robot",1,0,1,1,1,3,3,3,2,1,3,2,3,3,0,2,0,1,-3,-1,-1,2,2,-1,1,1,2,2,1,2,1,1,1,1,0,1,2,1,-1,-1
"890","car",-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"891","frog",-2,-3,3,-1,1,3,3,3,1,2,-3,-2,-2,0,-3,3,1,0,-2,2,-3,-2,0,-3,-3,2,3,-1,3,3,1,2,-2,-3,-3,-2,-3,-2,-2,-3
"892","bear",0,0,3,3,0,3,3,3,3,-1,-3,2,0,1,-3,3,3,3,3,1,3,3,3,-3,-3,0,3,-2,-2,1,3,0,0,-3,-2,3,-2,0,3,-3
"893","robot",-3,-3,-3,-3,-3,3,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,0,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"894","blue jay",-1,-3,3,1,1,3,3,2,3,3,0,-3,-3,-1,-3,3,2,3,-2,2,1,1,3,-3,1,3,1,0,0,1,1,2,-1,-3,0,-1,-2,1,2,1
"895","blue jay",-1,-2,2,-1,-1,1,2,2,-1,-1,-2,0,0,0,-2,1,1,0,-1,1,-1,0,1,-2,-2,2,-1,-1,1,1,-1,-2,1,-2,-1,-1,-2,-1,0,-2
"896","fetus",3,-3,3,-3,2,-3,-3,1,-3,-3,-3,-3,-3,-3,-3,3,3,3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-1,-3
"897","chimpanzee",0,-1,1,2,0,1,3,1,0,-1,-2,0,-1,1,-2,3,2,2,1,0,1,1,0,0,1,1,1,-2,1,-1,1,-1,3,-1,-1,1,0,0,3,1
"898","stapler",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"899","dolphin",3,3,3,2,3,3,3,3,1,3,0,3,2,3,-2,3,3,3,2,3,2,3,3,2,0,3,3,3,2,2,2,0,3,2,3,3,3,3,3,2
"900","adult",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"901","frog",-3,-3,3,-3,3,3,3,3,3,-3,-3,2,-3,-3,-3,3,3,3,-3,3,-3,-3,3,-3,-3,-3,-3,-3,-3,3,3,-3,3,-3,-3,-3,-3,-3,2,-3
"902","bear",-1,1,3,1,1,3,3,3,3,1,-3,1,1,1,-1,3,1,3,1,1,-1,1,0,-1,-1,1,1,-1,1,-2,3,3,-1,-1,-1,1,-1,0,1,-1
"903","goat",3,3,2,2,2,2,3,3,3,2,-2,1,-2,3,-1,3,3,3,2,2,1,1,2,-2,-3,0,2,-1,1,-1,3,1,1,1,-1,1,-1,2,2,0
"904","car",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"905","fish",-3,-3,0,-3,0,-1,0,-3,-3,-3,-3,-1,-3,0,-3,2,-1,-1,-3,-3,-3,-3,-3,-3,-3,2,1,-3,-2,-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3
"906","elephant",2,3,3,3,2,3,3,3,3,3,2,2,2,3,0,3,3,3,2,-2,2,3,2,-2,0,3,2,1,2,2,2,2,1,0,2,2,-2,3,3,2
"907","fetus",-1,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-2,-3,-3,-3,-3,-3,-3
"908","dog",2,3,2,3,3,3,3,3,3,3,-3,3,-3,3,-3,3,3,3,3,3,0,3,1,1,-1,-2,2,1,1,2,3,-1,1,1,1,1,-3,2,3,-1
"909","frog",3,3,3,3,3,3,3,3,3,3,-3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
"910","computer",-3,-3,-3,-3,-3,3,-3,-3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"911","mouse",2,0,3,3,0,3,2,2,2,-2,0,3,1,0,0,3,3,3,3,3,1,2,0,0,1,2,2,-1,2,0,3,2,2,1,1,2,0,2,2,0
"912","fetus",-3,-3,-3,-3,-3,0,-2,0,-3,-3,-3,0,-3,-3,-3,1,-3,0,-1,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0,-3,-3,-3,-3,-3,-3,-3,-3
"913","beetle",-3,-3,0,-3,-1,3,2,3,3,2,-2,3,-1,0,-3,3,0,3,-2,-1,-2,-1,3,-3,-3,-2,-1,-2,2,3,3,-1,1,-3,-1,-3,-3,-2,-1,-3
"914","goat",2,-3,3,3,-1,3,3,1,3,-2,-3,0,0,2,-3,3,3,3,-2,3,1,2,3,-3,2,3,3,-2,0,0,3,2,0,-3,-2,3,-1,-1,2,1
"915","infant",2,-2,1,1,2,2,3,2,2,0,-1,3,-2,1,-3,3,2,3,2,2,1,3,2,-3,0,0,-1,-3,2,1,3,-2,2,-3,-2,2,-3,2,2,-3
"916","beetle",0,0,0,0,-1,0,1,1,-1,-1,0,-1,-1,-1,-1,1,0,-1,1,0,-1,-1,-1,0,0,0,0,-1,-1,0,0,0,0,-1,1,0,0,-1,0,-1
"917","chimpanzee",3,3,3,3,3,3,3,1,3,0,-3,1,1,0,-1,3,3,3,1,3,1,1,2,1,0,1,3,1,1,3,1,1,3,1,-1,3,-1,1,3,3
"918","car",-3,-3,-3,-3,-3,0,0,-3,-3,-3,0,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"919","person in a persistant vegetative state",-3,-3,-3,-3,-3,-1,-3,-1,-2,-3,-3,1,-3,-3,-3,-1,-2,1,-1,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3
"920","fetus",-3,-3,0,-3,-2,2,-1,-1,-2,-3,-3,-3,-3,0,-3,3,0,3,-3,1,-3,-3,-3,-3,-3,0,-2,-3,-1,-3,-3,-3,-3,-3,-2,-2,-3,-2,0,-3
"921","microbe",-3,-2,-2,-3,-2,2,-1,3,2,1,-2,-2,-2,-1,-2,2,-2,-1,-3,0,-3,0,2,-3,-3,-2,2,-1,0,0,-2,-2,-1,-3,-3,-3,-3,-2,-2,-3
"922","infant",3,-2,1,2,-2,3,3,2,2,-2,-3,1,0,-2,0,1,2,2,2,3,3,2,1,0,0,-2,-1,-3,0,-2,3,-2,1,1,-2,3,-3,3,3,-1
"923","dolphin",3,-1,3,1,3,3,3,3,1,3,-2,3,2,2,-1,3,3,3,3,3,0,1,1,-2,-2,2,3,1,2,2,3,2,2,-2,1,3,-1,1,3,-1
"924","child",3,3,3,3,3,3,3,3,3,1,-2,3,2,3,1,3,3,3,3,3,3,3,3,2,0,3,3,1,3,1,3,0,3,3,1,3,1,3,3,3
"925","elephant",2,1,3,3,-3,1,3,3,3,-2,-3,2,-3,2,-3,3,3,3,-3,3,1,2,0,-3,-3,0,0,-3,-3,2,-2,-3,-1,-3,0,1,-3,2,1,0
"926","robot",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"927","fetus",-3,-3,-3,-3,-3,-1,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"928","computer",-3,-3,-3,-3,-3,3,1,3,-3,3,3,-3,-3,3,-3,-3,-3,-3,-3,-3,-3,1,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-2,-3,-3
"929","dog",3,0,3,2,3,3,3,3,3,2,-2,-1,-2,1,-3,3,3,3,3,3,3,3,1,1,-1,2,2,-1,2,1,3,-3,3,0,-1,3,0,3,3,1
"930","elephant",1,2,3,1,1,3,3,2,3,2,0,-1,-3,1,-3,3,3,3,0,1,0,3,3,-3,-2,-2,0,1,2,3,1,1,3,-3,-2,0,-3,2,1,-3
"931","fish",-1,-1,3,2,2,2,3,2,1,2,-1,0,-2,0,-3,2,0,2,-1,3,2,-1,1,-1,-2,2,2,-2,1,0,-2,-1,1,-2,-1,1,0,0,2,1
"932","fish",-3,-3,3,1,3,3,3,3,3,3,-3,-3,-3,-1,-3,3,3,3,-2,3,-3,-1,-2,-3,-3,2,3,-3,1,-3,3,-3,-1,-3,-3,0,-3,-2,-1,-3
